County,meanPovertyRate,meanFamilyIncome,percentLowFoodAccess
Mecklenburg County,13.994166666666667,83671.43514644352,9.583333333333334
Mecosta County,27.954545454545453,57864.9,27.27272727272727
Medina County,7.44,87425.22222222222,2.2222222222222223
Meeker County,7.916666666666667,73446.66666666667,16.666666666666664
Meigs County,21.233333333333334,52787.0,44.44444444444444
Mellette County,48.3,36979.0,100.0
Menard County,9.9,78620.0,0.0
Mendocino County,18.485,62771.1,30.0
Menifee County,23.3,47667.5,0.0
Menominee County,17.366666666666667,55379.555555555555,22.22222222222222
Merced County,23.540816326530614,54314.61224489796,26.53061224489796
Mercer County,14.441780821917808,83666.09027777778,8.904109589041095
Meriwether County,22.225,46616.25,25.0
Merrick County,10.166666666666666,69658.0,0.0
Merrimack County,7.563888888888889,91203.44444444444,8.333333333333332
Mesa County,16.09655172413793,66489.0,20.689655172413794
Metcalfe County,22.266666666666666,44811.0,0.0
Miami County,11.787179487179486,71425.56410256411,10.256410256410255
Miami-Dade County,17.76854368932039,66245.69565217392,3.1067961165048543
Middlesex County,8.290977443609023,117195.37593984962,3.007518796992481
Midland County,10.213333333333335,83915.35555555555,15.555555555555555
Mifflin County,14.783333333333333,54785.583333333336,8.333333333333332
Milam County,15.071428571428571,58335.0,28.57142857142857
Millard County,11.299999999999999,66486.66666666667,0.0
Mille Lacs County,12.285714285714286,63516.0,28.57142857142857
Miller County,21.869999999999997,51454.88888888889,10.0
Mills County,10.842857142857143,78045.57142857143,0.0
Milwaukee County,22.762162162162163,62991.380952380954,2.364864864864865
Miner County,9.1,64643.0,0.0
Mineral County,16.716666666666665,55564.833333333336,25.0
Mingo County,29.185714285714287,41266.28571428572,14.285714285714285
Minidoka County,17.7,56305.2,40.0
Minnehaha County,11.15952380952381,75834.69047619047,14.285714285714285
Missaukee County,15.85,52080.0,25.0
Mississippi County,25.475,44051.9375,18.75
Missoula County,16.46,68214.25,5.0
Mitchell County,16.06875,56779.4375,6.25
Mobile County,23.403508771929825,54888.705357142855,18.421052631578945
Modoc County,14.95,56221.25,50.0
Moffat County,13.95,65544.0,75.0
Mohave County,18.411627906976744,51915.04651162791,46.51162790697674
Moniteau County,13.425,62718.5,25.0
Monmouth County,8.05944055944056,117022.93661971831,4.195804195804196
Mono County,12.233333333333334,77544.66666666667,0.0
Monona County,14.425,63974.5,0.0
Monongalia County,23.616666666666664,76039.95652173914,16.666666666666664
Monroe County,17.490932642487046,69590.06117021276,8.808290155440414
Montague County,13.833333333333334,57830.833333333336,16.666666666666664
Montcalm County,16.715384615384615,54883.230769230766,7.6923076923076925
Monterey County,12.873118279569892,80031.05555555556,3.225806451612903
Montezuma County,16.842857142857145,53952.857142857145,42.857142857142854
Montgomery County,12.421995192307692,95825.37681159421,12.139423076923077
Montmorency County,16.22,49605.8,0.0
Montour County,11.2,73665.5,0.0
Montrose County,15.419999999999998,62020.7,40.0
Moody County,14.85,74704.0,0.0
Moore County,12.4625,72941.875,12.5
Mora County,19.3,32563.0,100.0
Morehouse Parish,27.325,44865.875,50.0
Morgan County,15.305681818181819,60535.875,19.318181818181817
Morrill County,8.7,58290.0,100.0
Morris County,5.272380952380953,137736.34285714285,0.0
Morrison County,10.85,66998.25,37.5
Morrow County,11.2,66993.0,0.0
Morton County,7.533333333333334,86879.66666666667,16.666666666666664
Motley County,9.6,61912.0,0.0
Moultrie County,9.45,69661.5,0.0
Mountrail County,11.866666666666667,84466.0,0.0
Mower County,12.181818181818182,69605.36363636363,18.181818181818183
Muhlenberg County,16.48888888888889,52644.11111111111,0.0
Multnomah County,14.549122807017545,91953.14792899408,3.508771929824561
Murray County,14.078571428571427,59515.357142857145,0.0
Muscatine County,11.14,68641.9,20.0
Muscogee County,26.824528301886794,51527.557692307695,20.754716981132077
Muskegon County,18.857142857142858,56098.09523809524,38.095238095238095
Muskingum County,17.610526315789475,55523.84210526316,31.57894736842105
Muskogee County,23.18125,53097.625,37.5
Musselshell County,19.5,51459.0,50.0
Nacogdoches County,26.86923076923077,53396.61538461538,23.076923076923077
Nance County,11.3,59737.0,0.0
Nantucket County,8.5,108820.8,0.0
Napa County,9.0925,102984.34210526316,0.0
Nash County,15.955555555555556,61871.166666666664,5.555555555555555
Nassau County,5.705154639175258,133360.94425087108,0.3436426116838488
Natchitoches Parish,32.01111111111111,45227.11111111111,55.55555555555556
Natrona County,9.988888888888889,77146.66666666667,5.555555555555555
Navajo County,28.480645161290322,46365.354838709674,61.29032258064516
Navarro County,18.76,58081.8,20.0
Nelson County,11.7,69878.15384615384,7.6923076923076925
Nemaha County,10.98,71933.8,0.0
Neosho County,17.22,55693.0,20.0
Neshoba County,23.62857142857143,45711.42857142857,0.0
Ness County,7.699999999999999,59462.5,50.0
Nevada County,13.421739130434782,78951.91304347826,39.130434782608695
New Castle County,13.316279069767441,85589.74418604652,14.728682170542637
New Hanover County,18.81590909090909,74208.97674418605,18.181818181818183
New Haven County,13.16878306878307,86654.47619047618,11.11111111111111
New Kent County,4.433333333333334,93994.66666666667,0.0
New London County,9.867692307692307,90988.71875,15.384615384615385
New Madrid County,24.083333333333332,42200.833333333336,16.666666666666664
New York County,16.44160839160839,137292.85239852397,0.0
Newaygo County,18.10909090909091,55736.90909090909,9.090909090909092
Newberry County,19.025,53253.625,25.0
Newport County,10.295454545454545,91406.13636363637,0.0
Newport News city,16.947727272727274,60969.86046511628,25.0
Newton County,17.884999999999998,57386.8,40.0
Nez Perce County,14.02,69209.6,10.0
Niagara County,16.586666666666666,64391.11666666667,10.0
Nicholas County,21.522222222222222,49485.333333333336,11.11111111111111
Nicollet County,9.27142857142857,81281.28571428571,28.57142857142857
Niobrara County,16.1,47083.0,100.0
Noble County,10.41764705882353,62355.882352941175,11.76470588235294
Nobles County,13.133333333333333,65683.0,33.33333333333333
Nodaway County,21.380000000000003,59944.2,60.0
Nolan County,16.46,63936.2,0.0
Nome Census Area,20.9,61836.0,50.0
Norfolk County,6.641538461538461,131537.25384615385,3.8461538461538463
Norfolk city,19.49873417721519,65877.62337662338,20.253164556962027
Norman County,10.566666666666668,67056.0,33.33333333333333
North Slope Borough,9.466666666666667,78490.5,33.33333333333333
Northampton County,11.221052631578948,76304.3947368421,5.263157894736842
Northumberland County,15.94074074074074,58426.77777777778,3.7037037037037033
Northwest Arctic Borough,24.05,64073.0,50.0
Norton County,12.7,59038.0,0.0
Norton city,29.4,41652.0,100.0
Nottoway County,25.875,55913.333333333336,50.0
Nowata County,15.774999999999999,52920.5,50.0
Noxubee County,31.8,42967.333333333336,66.66666666666666
Nuckolls County,12.2,59618.0,0.0
Nueces County,16.04320987654321,66308.06329113925,19.753086419753085
Nye County,17.144444444444446,55533.0,55.55555555555556
O'Brien County,9.65,68358.75,0.0
Oakland County,8.89347181008902,100722.03264094956,2.6706231454005933
Obion County,20.16,51851.5,10.0
Ocean County,9.1104,87466.67479674796,20.0
Oceana County,16.785714285714285,54556.142857142855,28.57142857142857
Ochiltree County,10.200000000000001,65176.666666666664,0.0
Oconee County,14.342857142857142,71028.95238095238,14.285714285714285
Oconto County,10.52,64914.0,20.0
Ogemaw County,16.32857142857143,48448.142857142855,0.0
Oglala Lakota County,,,0.0
Ogle County,9.89090909090909,74160.09090909091,18.181818181818183
Oglethorpe County,15.8,55420.25,0.0
Ohio County,17.125925925925927,59705.81481481482,7.4074074074074066
Okaloosa County,11.553658536585365,75974.12195121951,4.878048780487805
Okanogan County,20.6,53609.0,20.0
Okeechobee County,23.063636363636363,46714.545454545456,63.63636363636363
Okfuskee County,24.375,47183.25,25.0
Oklahoma County,18.943983402489625,65962.52340425532,12.448132780082988
Okmulgee County,21.35,50014.4,40.0
Oktibbeha County,31.1375,66719.375,50.0
Oldham County,6.246666666666667,107944.66666666667,0.0
Oliver County,9.0,81652.0,0.0
Olmsted County,10.045454545454545,94419.0,6.0606060606060606
Oneida County,17.14494382022472,65104.60240963855,11.235955056179774
Onondaga County,18.29857142857143,73871.9708029197,7.857142857142857
Onslow County,14.141935483870967,54415.793103448275,25.806451612903224
Ontario County,11.368,77858.44,8.0
Ontonagon County,15.366666666666667,50985.0,66.66666666666666
Orange County,12.49615795090715,92434.64561027837,5.549626467449306
Orangeburg County,25.764999999999997,44085.4,40.0
Oregon County,23.866666666666664,43104.666666666664,66.66666666666666
Orleans County,14.344999999999999,59210.2,20.0
Orleans Parish,25.330285714285715,66628.46153846153,12.571428571428573
Osage County,13.11,63542.95,20.0
Osborne County,13.4,66786.0,0.0
Osceola County,16.708163265306123,57706.183673469386,22.448979591836736
Oscoda County,17.5,47588.6,0.0
Oswego County,18.7551724137931,63204.24137931035,6.896551724137931
Otero County,21.32608695652174,51005.65217391304,17.391304347826086
Otoe County,10.739999999999998,76280.4,0.0
Otsego County,14.430434782608694,67607.59090909091,26.08695652173913
Ottawa County,9.951948051948051,75870.07894736843,7.792207792207792
Otter Tail County,8.941176470588236,72157.29411764706,29.411764705882355
Ouachita County,24.05,47284.166666666664,66.66666666666666
Ouachita Parish,27.880000000000003,49928.307692307695,22.5
Ouray County,9.9,74327.0,0.0
Outagamie County,9.522499999999999,77318.825,7.5
Overton County,16.97142857142857,48928.28571428572,0.0
Owen County,16.325,58250.875,0.0
Owsley County,35.8,44860.5,0.0
Owyhee County,20.766666666666666,50630.666666666664,33.33333333333333
Oxford County,14.994117647058824,57918.94117647059,11.76470588235294
Ozark County,26.25,41169.0,100.0
Ozaukee County,5.433333333333334,108563.22222222222,0.0
Pacific County,18.914285714285715,58318.71428571428,28.57142857142857
Page County,14.772727272727273,60690.63636363636,18.181818181818183
Palm Beach County,12.764864864864863,81834.63221884498,3.903903903903904
Palo Alto County,7.625,68572.0,0.0
Palo Pinto County,18.799999999999997,55692.666666666664,33.33333333333333
Pamlico County,14.325,58987.75,25.0
Panola County,18.758333333333333,52920.333333333336,33.33333333333333
Park County,8.49375,75007.53333333334,12.5
Parke County,14.625,57781.0,25.0
Parker County,9.131578947368421,85378.52631578948,15.789473684210526
Parmer County,16.549999999999997,61212.0,50.0
Pasco County,14.651127819548872,60280.45112781955,21.804511278195488
Pasquotank County,19.419999999999998,57230.3,50.0
Passaic County,18.325,78624.20202020202,1.0
Patrick County,18.0,55825.0,50.0
Paulding County,9.429166666666667,72787.375,4.166666666666666
Pawnee County,14.475,56011.375,12.5
Payette County,14.025,59498.75,0.0
Payne County,31.188235294117643,55831.05882352941,23.52941176470588
Peach County,21.383333333333336,53879.333333333336,0.0
Pearl River County,16.822222222222223,56525.77777777778,11.11111111111111
Pecos County,12.45,63944.5,25.0
Pembina County,6.720000000000001,82874.0,0.0
Pemiscot County,27.349999999999998,45507.666666666664,33.33333333333333
Pend Oreille County,14.879999999999999,56374.4,40.0
Pender County,15.973333333333334,69445.26666666666,6.666666666666667
Pendleton County,17.516666666666666,54194.333333333336,0.0
Pennington County,13.97857142857143,67570.64285714286,17.857142857142858
Penobscot County,16.919565217391302,61986.739130434784,17.391304347826086
Peoria County,21.247916666666665,64236.479166666664,33.33333333333333
Pepin County,12.200000000000001,69857.0,0.0
Perkins County,8.65,72329.0,0.0
Perquimans County,16.96666666666667,54115.666666666664,0.0
Perry County,18.433333333333334,56908.13725490196,19.607843137254903
Pershing County,15.1,58819.0,0.0
Person County,18.12857142857143,61703.71428571428,42.857142857142854
Petersburg Borough,8.2,78482.0,0.0
Petersburg city,27.363636363636363,42954.09090909091,81.81818181818183
Petroleum County,8.4,62500.0,0.0
Pettis County,18.90909090909091,51012.818181818184,36.36363636363637
Phelps County,19.2,62403.07692307692,15.384615384615385
Philadelphia County,25.020209973753282,63806.40921409214,1.3123359580052494
Phillips County,22.15833333333333,49489.916666666664,33.33333333333333
Piatt County,5.725,77489.0,0.0
Pickaway County,13.553846153846154,69987.16666666667,7.6923076923076925
Pickens County,17.738461538461536,64625.179487179485,20.51282051282051
Pickett County,17.2,48777.0,0.0
Pierce County,12.083510638297872,80618.80213903743,19.680851063829788
Pike County,19.2075,56613.025,15.0
Pima County,17.809543568464733,66231.66666666667,12.033195020746888
Pinal County,16.386666666666667,60553.78666666667,25.333333333333336
Pine County,12.7125,59628.0,50.0
Pinellas County,13.170901639344262,70797.60905349794,8.19672131147541
Pipestone County,11.139999999999999,66778.4,0.0
Piscataquis County,16.8625,53052.75,0.0
Pitkin County,7.625,107435.25,0.0
Pitt County,24.46875,61480.0625,28.125
Pittsburg County,17.246153846153845,56533.75,23.076923076923077
Pittsylvania County,15.74375,55144.875,37.5
Piute County,17.1,44167.0,100.0
Placer County,8.964285714285714,101895.21428571429,4.761904761904762
Plaquemines Parish,27.125,50566.875,62.5
Platte County,7.3517241379310345,89273.21428571429,6.896551724137931
Pleasants County,15.350000000000001,61663.0,0.0
Plumas County,9.771428571428572,70561.42857142857,0.0
Plymouth County,8.269811320754718,103158.98076923077,7.547169811320755
Pocahontas County,15.328571428571427,60342.71428571428,28.57142857142857
Poinsett County,22.685714285714287,42442.42857142857,14.285714285714285
Pointe Coupee Parish,17.733333333333334,64078.333333333336,16.666666666666664
Polk County,15.483950617283952,64557.18885448916,15.432098765432098
Pondera County,20.45,60999.0,50.0
Pontotoc County,18.4125,54871.1875,6.25
Pope County,14.958823529411765,60694.882352941175,29.411764705882355
Poquoson city,4.333333333333333,111630.66666666667,0.0
Portage County,14.30408163265306,72681.75510204081,12.244897959183673
Porter County,10.17741935483871,83932.03333333334,16.129032258064516
Portsmouth city,18.07741935483871,59057.63333333333,12.903225806451612
Posey County,10.357142857142858,73817.85714285714,14.285714285714285
Pottawatomie County,16.04,59945.9,25.0
Pottawattamie County,11.616666666666667,71567.93333333333,16.666666666666664
Potter County,19.664102564102564,53732.179487179485,20.51282051282051
Powder River County,10.4,58438.0,0.0
Powell County,16.5,54530.75,0.0
Power County,13.9,59552.0,50.0
Poweshiek County,9.62,71695.6,0.0
Powhatan County,5.24,94190.2,0.0
Prairie County,15.725000000000001,54128.75,0.0
Pratt County,10.666666666666666,68532.66666666667,33.33333333333333
Preble County,11.725,66883.16666666667,0.0
Prentiss County,24.94,46751.2,20.0
Presidio County,30.85,45338.0,50.0
Presque Isle County,13.616666666666667,56988.333333333336,0.0
Preston County,15.9875,60021.625,37.5
Price County,11.783333333333333,59322.666666666664,33.33333333333333
Prince Edward County,15.14,66928.25,40.0
Prince George County,10.642857142857142,79408.57142857143,42.857142857142854
Prince George's County,9.024311926605504,94071.23394495413,11.46788990825688
Prince William County,6.6000000000000005,116084.29268292683,12.195121951219512
Prince of Wales-Hyder Census Area,11.325,66268.33333333333,25.0
Providence County,16.929787234042553,72617.74285714286,3.546099290780142
Prowers County,17.419999999999998,49884.0,60.0
Pueblo County,23.13703703703704,55638.019230769234,40.74074074074074
Pulaski County,18.634814814814813,62790.09701492537,28.888888888888886
Pushmataha County,17.0,48994.0,33.33333333333333
Putnam County,13.893975903614459,73479.3373493976,13.253012048192772
Quay County,21.633333333333336,40101.666666666664,66.66666666666666
Queen Anne's County,5.781818181818182,103240.45454545454,0.0
Queens County,12.464024390243901,78522.6484375,0.0
Quitman County,32.125,37904.0,75.0
Rabun County,20.46,54397.0,0.0
Racine County,13.293181818181818,72881.92857142857,9.090909090909092
Radford city,41.06666666666667,71771.0,100.0
Rains County,11.45,65307.0,0.0
Raleigh County,18.15294117647059,54042.23529411765,41.17647058823529
Ralls County,12.100000000000001,66991.33333333333,0.0
Ramsey County,15.223021582733812,83268.63768115942,10.79136690647482
Randall County,9.079310344827586,83635.5172413793,6.896551724137931
Randolph County,16.91142857142857,55617.357142857145,22.857142857142858
Rankin County,10.34074074074074,76371.38461538461,11.11111111111111
Ransom County,5.8999999999999995,74821.0,0.0
Rapides Parish,21.893939393939394,52820.5625,39.39393939393939
Rappahannock County,8.649999999999999,86812.5,0.0
Ravalli County,15.39,60675.2,0.0
Rawlins County,9.2,65882.0,0.0
Ray County,15.399999999999999,72655.25,25.0
Reagan County,14.8,74432.0,0.0
Real County,22.8,50000.0,100.0
Red Lake County,9.649999999999999,76291.0,0.0
Red River County,17.85,52339.75,75.0
Red River Parish,23.950000000000003,50286.5,0.0
Red Willow County,10.633333333333333,57304.0,33.33333333333333
Redwood County,11.783333333333333,64479.0,33.33333333333333
Reeves County,12.1,61984.2,40.0
Refugio County,18.4,57083.5,50.0
Reno County,13.57058823529412,59338.35294117647,5.88235294117647
Rensselaer County,13.80952380952381,78806.47619047618,14.285714285714285
Renville County,9.299999999999999,73849.28571428571,14.285714285714285
Republic County,10.433333333333332,66766.0,0.0
Reynolds County,17.75,52779.5,0.0
Rhea County,21.05,51398.333333333336,33.33333333333333
Rice County,11.98125,79438.1875,25.0
Rich County,15.9,63500.0,0.0
Richardson County,11.733333333333334,63936.0,0.0
Richland County,19.222302158273383,65146.07462686567,27.33812949640288
Richland Parish,26.883333333333336,48814.166666666664,33.33333333333333
Richmond County,17.757738095238096,78199.3734939759,16.666666666666664
Richmond city,23.483333333333334,76242.375,19.696969696969695
Riley County,25.315384615384616,70412.53846153847,38.46153846153847
Ringgold County,9.8,62972.0,0.0
Rio Arriba County,0.0,,0.0
Rio Blanco County,10.5,76479.0,0.0
Rio Grande County,16.73333333333333,51109.0,66.66666666666666
Ripley County,17.56,57743.6,10.0
Ritchie County,17.099999999999998,54655.0,0.0
Riverside County,15.451434878587197,73354.01108647451,13.46578366445916
Roane County,16.928571428571427,60164.78571428572,28.57142857142857
Roanoke County,7.472222222222222,81539.0,0.0
Roanoke city,20.869565217391305,58220.217391304344,43.47826086956522
Roberts County,16.119999999999997,64089.8,20.0
Robertson County,13.98,65396.15,10.0
Robeson County,28.822580645161292,42405.32258064516,19.35483870967742
Rock County,14.5,65815.82926829268,30.952380952380953
Rock Island County,16.259999999999998,63874.075,25.0
Rockbridge County,13.4,62963.25,75.0
Rockcastle County,20.7,49932.5,0.0
Rockdale County,14.6,64210.13333333333,26.666666666666668
Rockingham County,8.515384615384615,91063.35576923077,14.423076923076922
Rockland County,13.330769230769231,106452.86153846154,7.6923076923076925
Rockwall County,6.0,109597.90909090909,0.0
Roger Mills County,19.5,62813.0,0.0
Rogers County,10.328571428571427,74739.85714285714,0.0
Rolette County,27.25,50890.0,25.0
Rooks County,8.45,60666.5,0.0
Roosevelt County,25.0375,55361.25,37.5
Roscommon County,18.07,50523.4,10.0
Roseau County,9.42,71801.6,20.0
Rosebud County,17.125,64722.25,25.0
Ross County,18.41176470588235,59288.05882352941,5.88235294117647
Routt County,11.0,87428.375,0.0
Rowan County,18.841176470588238,57315.205882352944,20.588235294117645
Runnels County,13.575,50959.25,50.0
Rush County,14.885714285714286,61233.142857142855,0.0
Rusk County,13.105555555555556,58989.77777777778,50.0
Russell County,20.951851851851853,50173.2962962963,11.11111111111111
Rutherford County,13.80483870967742,69322.65573770492,11.29032258064516
Rutland County,10.225,71490.1,10.0
Sabine County,22.400000000000002,47334.0,33.33333333333333
Sabine Parish,20.428571428571427,52054.857142857145,28.57142857142857
Sac County,10.475,69018.0,0.0
Sacramento County,16.162776025236596,78958.13015873016,7.886435331230284
Sagadahoc County,10.225,76872.625,12.5
Saginaw County,20.523214285714285,56217.71428571428,28.57142857142857
Saguache County,17.700000000000003,47638.0,50.0
Salem County,14.475,80686.125,20.833333333333336
Salem city,9.02,77564.6,0.0
Saline County,13.02037037037037,65281.57407407407,14.814814814814813
Salt Lake County,10.460663507109004,85285.3,6.161137440758294
Saluda County,16.48,49221.6,0.0
Sampson County,24.327272727272728,49227.09090909091,18.181818181818183
San Augustine County,24.266666666666666,47702.0,66.66666666666666
San Benito County,9.10909090909091,89452.45454545454,36.36363636363637
San Bernardino County,17.905434782608694,67125.03825136612,21.73913043478261
San Diego County,12.543859649122806,90170.68276972625,3.9872408293460926
San Francisco County,11.447179487179486,132423.1727748691,1.5384615384615385
San Jacinto County,15.25,57303.0,0.0
San Joaquin County,18.32589928057554,65661.28057553957,10.071942446043165
San Juan County,20.10952380952381,59775.26190476191,38.095238095238095
San Luis Obispo County,14.558490566037737,87754.84615384616,1.8867924528301887
San Mateo County,6.6641025641025635,145145.7435897436,0.0
San Miguel County,22.218181818181815,57341.454545454544,36.36363636363637
San Patricio County,15.51875,66464.9375,18.75
San Saba County,15.55,55777.0,0.0
Sanborn County,10.3,68906.0,0.0
Sanders County,22.03333333333333,43390.333333333336,33.33333333333333
Sandoval County,17.118518518518517,65852.96296296296,14.814814814814813
Sandusky County,13.626666666666667,63173.8,6.666666666666667
Sangamon County,18.662264150943397,71290.65384615384,9.433962264150944
Sanilac County,15.600000000000001,55420.5,25.0
Sanpete County,15.4,58368.4,20.0
Santa Barbara County,14.635955056179775,88678.32183908045,4.49438202247191
Santa Clara County,8.001881720430108,135515.83557951482,1.6129032258064515
Santa Cruz County,15.893548387096773,92115.08064516129,17.741935483870968
Santa Fe County,12.745999999999999,77516.85714285714,12.0
Santa Rosa County,10.056000000000001,73573.6,8.0
Sarasota County,9.837234042553192,78356.21276595745,9.574468085106384
Saratoga County,6.664,96444.91836734694,2.0
Sargent County,3.65,87307.0,0.0
Sarpy County,5.695348837209303,90352.13953488372,13.953488372093023
Sauk County,10.746153846153845,71953.84615384616,7.6923076923076925
Saunders County,8.36,81404.4,0.0
Sawyer County,17.033333333333335,55173.666666666664,33.33333333333333
Schenectady County,13.630232558139536,79496.3488372093,2.3255813953488373
Schleicher County,14.8,66712.0,0.0
Schley County,20.7,51609.0,0.0
Schoharie County,11.5,67511.0,0.0
Schoolcraft County,19.366666666666664,56259.0,33.33333333333333
Schuyler County,16.41,62024.0,30.0
Schuylkill County,13.0875,60835.15,5.0
Scioto County,25.994999999999997,51217.5,10.0
Scotland County,25.333333333333332,49161.666666666664,44.44444444444444
Scott County,14.393333333333334,72934.81666666667,14.166666666666666
Scotts Bluff County,13.02727272727273,63119.818181818184,0.0
Screven County,21.6,53972.2,20.0
Scurry County,13.1,70875.75,0.0
Searcy County,20.433333333333334,44234.0,33.33333333333333
Sebastian County,20.692307692307693,55404.03846153846,19.230769230769234
Sedgwick County,16.3464,68063.272,22.400000000000002
Seminole County,13.21938775510204,74471.88775510204,10.204081632653061
Seneca County,14.049999999999999,63446.0,12.5
Sequatchie County,17.533333333333335,62684.333333333336,0.0
Sequoyah County,23.477777777777778,43913.22222222222,55.55555555555556
Sevier County,15.944444444444445,53722.807692307695,7.4074074074074066
Seward County,12.666666666666666,65886.77777777778,22.22222222222222
Shackelford County,14.8,54265.0,0.0
Shannon County,28.450000000000003,45793.0,50.0
Sharkey County,25.85,39768.5,0.0
Sharp County,21.625,41552.0,25.0
Shasta County,16.833333333333332,65307.395833333336,22.916666666666664
Shawano County,9.663636363636364,66920.09090909091,27.27272727272727
Shawnee County,14.70232558139535,67395.48837209302,25.581395348837212
Sheboygan County,7.746153846153846,73726.53846153847,0.0
Shelby County,20.44778481012658,66347.05806451612,18.037974683544302
Shenandoah County,8.977777777777778,71691.44444444444,11.11111111111111
Sherburne County,7.472727272727273,93198.45454545454,9.090909090909092
Sheridan County,9.569230769230769,72285.76923076923,7.6923076923076925
Sherman County,14.2,61453.8,40.0
Shiawassee County,12.911764705882353,63277.294117647056,23.52941176470588
Shoshone County,17.166666666666668,50806.0,33.33333333333333
Sibley County,7.25,74740.25,0.0
Sierra County,20.619999999999997,48696.0,40.0
Silver Bow County,18.3125,58257.5,0.0
Simpson County,20.288888888888888,52186.0,22.22222222222222
Sioux County,12.809999999999999,69194.7,20.0
Siskiyou County,21.27857142857143,50922.357142857145,35.714285714285715
Sitka City and Borough,7.050000000000001,89518.5,0.0
Skagit County,13.024137931034483,72900.37931034483,13.793103448275861
Skagway Municipality,5.3,84688.0,0.0
Skamania County,14.4,66018.0,20.0
Slope County,5.5,74107.0,0.0
Smith County,17.011764705882353,62457.04,13.725490196078432
Smyth County,19.477777777777778,51163.666666666664,11.11111111111111
Snohomish County,8.146979865771813,97972.41610738255,6.0402684563758395
Snyder County,9.35,64523.57142857143,12.5
Socorro County,32.86666666666667,40296.666666666664,83.33333333333334
Solano County,10.710416666666667,86521.76595744681,4.166666666666666
Somerset County,9.17787610619469,105005.61607142857,5.3097345132743365
Somervell County,22.05,52272.0,0.0
Sonoma County,10.202020202020202,94411.55555555556,4.040404040404041
Southampton County,8.16,65298.5,20.0
Southeast Fairbanks Census Area,13.5,74283.0,50.0
Spalding County,22.641666666666666,47151.416666666664,41.66666666666667
Spartanburg County,17.23333333333333,58664.17391304348,28.985507246376812
Spencer County,8.988888888888889,75097.55555555556,0.0
Spink County,9.766666666666667,66962.66666666667,0.0
Spokane County,15.474285714285713,68239.90476190476,11.428571428571429
Spotsylvania County,7.88,95999.33333333333,13.333333333333334
St. Bernard Parish,19.529411764705884,54236.94117647059,23.52941176470588
St. Charles County,5.845569620253165,94474.55128205128,1.2658227848101267
St. Charles Parish,12.73076923076923,74985.15384615384,23.076923076923077
St. Clair County,16.6872,66814.392,21.6
St. Croix County,4.614285714285714,96180.28571428571,0.0
St. Francis County,26.2,42083.333333333336,50.0
St. Francois County,15.627272727272727,60065.818181818184,27.27272727272727
St. Helena Parish,19.55,53707.0,0.0
St. James Parish,17.9,63526.57142857143,0.0
St. John the Baptist Parish,21.363636363636363,57499.454545454544,27.27272727272727
St. Johns County,9.73076923076923,97281.76923076923,10.256410256410255
St. Joseph County,18.89673913043478,60895.07692307692,14.130434782608695
St. Landry Parish,29.805263157894736,44388.15789473684,36.84210526315789
St. Lawrence County,20.782142857142855,61949.88,32.142857142857146
St. Louis County,11.962641509433961,85965.28409090909,15.09433962264151
St. Louis city,26.010377358490565,57208.45192307692,9.433962264150944
St. Lucie County,18.48139534883721,54047.90697674418,18.6046511627907
St. Martin Parish,16.827272727272728,60229.181818181816,9.090909090909092
St. Mary Parish,19.38125,48780.125,25.0
St. Mary's County,8.58235294117647,100195.41176470589,11.76470588235294
St. Tammany Parish,11.142857142857142,82852.19047619047,9.523809523809524
Stafford County,6.896551724137931,113236.0,6.896551724137931
Stanislaus County,17.2531914893617,63055.44680851064,9.574468085106384
Stanley County,4.7,80278.0,0.0
Stanly County,14.36923076923077,60450.46153846154,7.6923076923076925
Stanton County,10.866666666666667,69755.0,0.0
Stark County,15.643749999999999,65533.020833333336,9.375
Starke County,13.900000000000002,57942.857142857145,0.0
Starr County,35.10666666666667,33653.73333333333,53.333333333333336
Staunton city,13.350000000000001,65788.66666666667,0.0
Ste. Genevieve County,13.85,69534.0,25.0
Stearns County,13.775862068965518,74573.27586206897,17.24137931034483
Steele County,9.955555555555556,77952.77777777778,0.0
Stephens County,17.178947368421053,56944.73684210526,26.31578947368421
Stephenson County,14.992307692307692,60156.07692307692,0.0
Sterling County,3.5,68411.0,0.0
Steuben County,13.253846153846153,64726.692307692305,10.256410256410255
Stevens County,16.041176470588233,63147.470588235294,35.294117647058826
Stewart County,24.880000000000003,48406.8,20.0
Stillwater County,5.7,75889.33333333333,0.0
Stoddard County,16.2875,51595.0,0.0
Stokes County,13.922222222222222,57090.666666666664,22.22222222222222
Stone County,15.808333333333332,52404.25,16.666666666666664
Stonewall County,13.2,74167.0,0.0
Storey County,7.9,69327.0,0.0
Story County,25.72,83979.26315789473,20.0
Strafford County,12.244000000000002,94550.28,28.000000000000004
Stutsman County,10.85,79157.16666666667,0.0
Sublette County,7.6,89993.5,0.0
Suffolk County,11.7272030651341,107231.25294117647,1.9157088122605364
Suffolk city,10.521428571428572,81745.39285714286,14.285714285714285
Sullivan County,15.019277108433734,62150.469879518074,20.481927710843372
Sully County,4.4,79643.0,0.0
Summers County,22.5,44442.0,25.0
Summit County,15.202614379084967,74453.45695364238,12.418300653594772
Sumner County,9.829166666666667,77456.875,8.333333333333332
Sumter County,19.475925925925928,51384.01960784314,12.962962962962962
Sunflower County,32.01428571428571,38187.42857142857,42.857142857142854
Surry County,16.691666666666666,55686.208333333336,12.5
